Basis.txt,jaw_open.txt,left_eye_closed.txt,mouth_open.txt,right_eye_closed.txt,smile.txt,smile_left.txt,smile_right.txt,loss,sequence,frame
1.3827901337947803,-0.5332421271487112,-0.027088859184165613,0.5253816581363743,0.020410983463327776,-0.07977538369366911,-0.12513691234608346,-0.15929730771021883,0.005074134309242362,sa1,face_001
1.3349321191982204,-0.7476821764284312,-0.01664327321570398,0.7501534222816337,0.036636983214865054,0.44095955719649377,0.19637942321830587,-0.9947732908134422,0.004913990599422661,sa1,face_002
1.3982913254852034,0.4761908756679284,-0.061055859904662176,-0.4533518962236414,0.025893656097063407,-0.5402674922957055,-0.33510120402183696,0.4880710999928714,0.00506917110342188,sa1,face_003
1.3414852879633354,0.07008529309633872,-0.02569671121005057,-0.07012403702458404,0.046413420370718314,-0.492420035354285,0.12881889578936173,0.006151443499566464,0.004698279043122708,sa1,face_004
1.3789069355005077,-0.4159289342963542,-0.0531507939319075,0.4127478246889037,0.040538956433850054,1.0159886948703343,-0.7528192497394208,-0.6221705727368322,0.00530099577920285,sa1,face_005
0.993440740521012,-0.8231885502707882,0.1642945497555744,0.8255440176610368,0.15762025096799473,-0.17564525104432607,0.3672325689887388,-0.5187677923357379,0.005337391948774122,sa1,face_006
0.7895970510622641,0.028493805703052294,0.2896948708792103,-0.017392145852940924,0.28622160209054603,0.30403131089142127,0.2517462987093618,-0.9466382042832101,0.005022400402805413,sa1,face_007
0.7945601466842733,-0.5628915462083343,0.29608067866551857,0.654378391832333,0.26873802571001104,0.2649422987493649,0.5072090986312457,-1.227275293724461,0.005789115541792266,sa1,face_008
0.5020525908804261,0.5581492414232513,0.21834815648904352,-0.2563414718006926,0.20331401629242699,0.6977285524947108,-0.0020888630653077326,-0.9240539611417184,0.006954510528018926,sa1,face_009
0.49986428241496556,0.3702431998008149,0.1968382486632228,0.01721098456690961,0.1282115562209593,-0.21926109593647297,0.2847771293251336,-0.2716193433711222,0.008922112429394004,sa1,face_010
0.5040650609339714,-0.22058571842812558,0.11331633324350653,0.6591693779249114,0.11400729563571502,-0.04826085369676321,-0.22356040175961717,0.11334458743675004,0.011259993026990274,sa1,face_011
0.5607777539911303,0.31746053837001786,0.09988337248539049,0.16728195976214258,0.09202434385006311,-0.24372229535197076,-0.4929389584859919,0.5052029516779406,0.013013275724445007,sa1,face_012
0.4449743402078306,0.38106538750778157,0.14005611454286931,0.0944101564941219,0.12156043463679167,-0.100353351637582,-0.5968115542950078,0.5197900949397009,0.017860130473429253,sa1,face_013
0.5606725265252124,0.49160296317928054,0.14450714385650795,0.0043985197444735445,0.11578312175458429,0.5900843390173706,-0.43986429766118895,-0.46550196020921786,0.020463690781373597,sa1,face_014
0.5958477962674509,-0.41677727359975647,0.13853684728158794,0.9047419278015697,0.09613611678948748,0.27722019631905703,-0.66699985582229,0.07237401554312305,0.023700234987646285,sa1,face_015
0.6701668386447261,0.4683784294563993,0.10898507612549009,0.02654054358466088,0.10901220310820482,-0.438890355936626,0.5543075220816848,-0.49946504199198627,0.027295876666796774,sa1,face_016
0.6275479159311504,0.39261857796894273,0.1309707280263183,0.04869062124992626,0.14096359224840294,0.15410702084252628,-0.7545847342834486,0.25441992957758336,0.027036560456811888,sa1,face_017
0.859483384495069,0.3014750023131906,0.0940102669731812,0.07933461574311793,0.09718576590733388,0.1427198318476445,-0.8346286758651857,0.2550620972290715,0.025836325804338412,sa1,face_018
0.8895708658144799,0.3189654791006709,0.09837764938726046,0.011536005237857005,0.07262071438298634,0.519191247302266,-0.65140423262416,-0.2677737881597689,0.025695437035697054,sa1,face_019
0.7976985162953599,0.08012478033881935,0.10206797461559268,0.21697149433727578,0.12895199830015874,-0.11069494212303581,-0.6521532907581878,0.42609017696808094,0.02116505312703823,sa1,face_020
0.6380726045938427,-0.3839648190091351,0.123314747344629,0.8150563572758431,0.13128557216283035,-0.1520044454266254,0.33234480093120755,-0.5161013943628667,0.02193126679733968,sa1,face_021
0.032054896435501315,0.6090578532877701,0.3608331858589822,-0.16756235740234873,0.27605450777203866,-0.5521443625950644,0.44544312181715345,-0.029112384135903648,0.018063756914781917,sa1,face_022
-0.27046120545985064,0.46375541456709546,0.44332726534973876,-0.04014593161603604,0.3606835553388271,-0.9617688260739744,0.2732812869936758,0.7067681580709878,0.017738678923187756,sa1,face_023
-0.4295644972801391,0.4709215832945043,0.4428784564144712,0.023490251253858667,0.41701089165800465,0.5123793098545761,-0.018536596396741285,-0.43029127188547944,0.01833947114315726,sa1,face_024
-0.43334821073927854,0.9757288685279568,0.4666555345913947,-0.4271828474713233,0.31662495973436344,0.05848638664922974,0.1463770305897965,-0.10173799400258876,0.018561302415062955,sa1,face_025
-0.4296071014627544,1.0053063325522686,0.36102170614780915,-0.4608482967472787,0.2711399953477225,-0.833533872112099,0.4666979470112493,0.6322455917309994,0.01735552478693749,sa1,face_026
-0.19208246535397525,-0.7240541824696862,0.2885409901247902,1.2167477681686218,0.17750644248456984,-0.5599237668585734,0.9348007724072093,-0.12866354854449147,0.013966855785701653,sa1,face_027
0.23714190681752365,-0.008192463529773337,0.19807712769929325,0.3786206200547702,0.10355822339626579,0.5006754397298473,-0.4890082486128559,0.09247058205256932,0.011262335028303719,sa1,face_028
0.7183925286892809,0.2556593708242274,0.11230721534444961,0.0063212201557931455,0.010196545445141328,1.16448995978203,-0.5051363343625492,-0.7534264935997208,0.007931357430236667,sa1,face_029
0.7378814112576669,-0.28772169354683746,0.10237585423784622,0.5086539383916613,0.02095433711423274,-0.031153535228192055,0.3558614845392139,-0.3965112288589507,0.0061985402003582185,sa1,face_030
0.7283216718648172,0.08637394076506437,0.06772607424239423,0.1820606700997872,0.02271334967094868,0.62332942603493,-0.5899567420616758,-0.11861779508972535,0.00501179229972432,sa1,face_031
0.9241292696524863,0.3196189277842337,0.07759854758737687,-0.19618260641558416,0.02485136886935111,0.6025597656551706,-0.7033478723390701,-0.04043408771929378,0.004213883875970333,sa1,face_032
0.43394120060609276,-0.039779852525995626,0.33361044364645154,0.07071684413301046,0.3212454716232076,-0.2961114216050685,-0.2071790604081889,0.36425364181196057,0.004229835599820958,sa1,face_033
0.18030060631938472,0.6135717759611873,0.32847384631794196,-0.5346453550228429,0.36512089708885304,0.10822405006431779,0.014560045310512441,-0.09827175079585818,0.0034454928201248206,sa1,face_034
0.24203570820985407,0.8928092421852396,0.2705027273371121,-0.7029292853329334,0.2551570540430476,-0.240412158842394,1.0017230601341993,-0.7313558275925972,0.0037514151283597015,sa1,face_035
0.35917859143367725,0.42428429853588356,0.19529693490541447,-0.13966914095539562,0.13590946961669093,0.1628163951107897,0.4918794274640641,-0.6274600244799218,0.00370362049598841,sa1,face_036
0.3387794421137538,0.15757471031086723,0.18167953195666525,0.15414994873597204,0.0730706176636896,0.18238727279788358,0.5434452747818226,-0.6244670621280433,0.0038379962040444976,sa1,face_037
0.23062715223727873,0.11397209707604479,0.1699162402620868,0.2593189388793579,0.06909755775023471,0.4171123247710171,0.38233692535528735,-0.6307547859278253,0.005843722656822624,sa1,face_038
0.33937590710600174,0.13637341000425493,0.11485651964720409,0.2967823997281071,0.050902351733709904,-0.14412677411636013,-0.3963273017011571,0.623107217177281,0.005979007299969813,sa1,face_039
0.37398874454105663,-0.04989915328849779,0.128655173797218,0.4324649408728285,0.08436601557529846,-0.02036581716076953,0.39754540428123336,-0.33199977867577785,0.007751685488277918,sa1,face_040
0.6304569830833994,-0.20524689526640133,0.07631444114128084,0.6143812334416763,0.02378468123213372,-0.1316758559101257,0.15054554529416525,-0.14336425136267777,0.007815192740038722,sa1,face_041
0.9666163499025611,0.053026797313264935,0.06310691589629422,0.2441632103097553,0.027178473207672384,0.14420791047528572,0.2806992593646879,-0.7640501918125817,0.009465027358620122,sa1,face_042
0.9585077596170859,0.5975896763266457,0.036360475039320606,-0.3159177087474528,-0.0035177604120953734,-0.45549111559395256,0.104016895306948,0.0822289231232216,0.00856544541043631,sa1,face_043
1.0248605182367618,0.39502535210280376,0.04230958623423854,-0.15946036984820003,0.01829269905364811,0.1205707130796244,-0.25826802202053245,-0.17284029548614627,0.007391234037063464,sa1,face_044
0.946238003174873,-0.05372222406274912,0.015130044055806324,0.3174806592986441,0.002332018292986248,0.4779105799819043,-0.5004762847903891,-0.20050885258879514,0.005776412258854572,sa1,face_045
0.8458833994724168,0.40841542684856225,0.04588396557018516,-0.1408146032367402,-0.007308008853255776,0.21806693165168925,0.17410220002501697,-0.5394750268867223,0.005585407596112228,sa1,face_046
0.7473093750194709,0.18189213481920058,0.0695308484957396,0.10698398609577309,0.018004133747295356,0.8245278321821257,-0.22152612307342723,-0.72477176423505,0.004885454840830604,sa1,face_047
0.771256007964703,0.4655462432189934,0.06156926411262048,-0.1637505010090922,0.012021759481578895,0.06540591344505418,-0.03107374064655841,-0.1761995396344307,0.00511711361946376,sa1,face_048
1.037086755400928,0.13744286193484262,0.053217209305411406,0.12485116415726982,-0.012223524410796698,-0.3704400344273039,-0.2560609066062482,0.29002348179820797,0.005690283478787108,sa1,face_049
1.002398975941547,0.15010457206917388,0.09579346697844579,0.043723898767653646,0.061625177235677286,-0.5831870507729402,0.020023137115123355,0.21236634202752225,0.007193696471313921,sa1,face_050
1.3207032296124226,-0.23768453385119812,0.017649896741335384,0.42732203118701306,-0.003909996626517259,0.22609107599048367,-0.28730868202564447,-0.459135804143541,0.007669016042452053,sa1,face_051
1.2166900217756282,-0.3309112808022854,0.09669390829975377,0.4379093381151835,-0.001668782650124911,-0.69703038534227,0.09258568262719105,0.18940956150373114,0.006983606767009156,sa1,face_052
1.249654419360478,-0.2775930803841839,0.08822145599402591,0.3726860081976247,-0.015086110938585619,0.05582538154401638,-0.5186173462750698,0.05146753399342539,0.007561480339277381,sa1,face_053
1.1196149536313706,-0.010153712934770909,0.06420657411995544,0.24458926553433896,-0.023622428060548508,0.56704943294119,-0.055657434939568526,-0.9018749166160088,0.008883319740212114,sa1,face_054
0.6065286862358131,0.35569704115344813,0.09793808003037877,-0.06563411915576949,0.021827351913584224,-0.16842870274583954,-0.48237853597618063,0.643380700820504,0.008298917554357368,sa1,face_055
0.5703749028199688,0.15940042121645354,0.04456569822745676,0.23966114361079244,-0.028214045459694536,0.4456854907589608,0.22258784046908298,-0.6421016352051973,0.007499329840924315,sa1,face_056
0.6145147517316507,-0.5277835388321516,0.055952240426559524,0.9403723448225818,-0.02330555773126029,0.5772037528841245,-0.1834262946195035,-0.44526042343533323,0.007477770803046009,sa1,face_057
0.798281777030093,0.058674647935973025,0.0261496137255324,0.33980148720950554,-0.02068572957137634,-0.5017759426181909,-0.539451980993167,0.8517422752323424,0.007827692423425623,sa1,face_058
0.595044156453343,0.22648590425269965,0.20395387194076578,-0.030287297109431996,0.19044577009241023,-0.0067019098703360175,-0.39629423610333964,0.21528905076591617,0.008085486713663253,sa1,face_059
0.5896419886114966,-0.22655158146068977,0.2968664813671289,0.3569315486151308,0.2662750107833191,0.6758745995549448,-0.870941029278743,-0.10043181416439433,0.0060967076016332136,sa1,face_060
0.7766563599682331,-0.25204814011121796,0.2584589189308145,0.26174001159802796,0.2922097420539931,-0.2144497872200144,0.5319145549260335,-0.6651125632564368,0.006799506326297281,sa1,face_061
0.8262281877761567,-0.2954640791697554,0.21302355077414165,0.327216555652878,0.2646193413707639,-0.1696379361858998,0.08578571928789804,-0.2650727609098104,0.007052367323370042,sa1,face_062
0.9912437773829293,0.10313548885892024,0.2096283483172728,-0.099386368081829,0.15348561125967064,-0.33026781809724737,-0.4795406901211693,0.4389314610274303,0.010131738436765582,sa1,face_063
0.9978982044627963,0.00916856362256698,0.1606312015640191,0.03519146400855607,0.13645230848006587,-0.9796032587665533,0.41303720336475713,0.22607311178771805,0.010145333959236263,sa1,face_064
0.5674222951219671,0.6533856871106084,0.17500417839929935,-0.36677782386687663,0.07728485657492348,-0.005952671720057144,0.7415987492625453,-0.8366004839219059,0.009286602761738786,sa1,face_065
0.28485135759374086,-0.02678994591282519,0.17018515652709168,0.41654544192564014,0.07571698862997353,-0.5296546936164895,-0.41861662391673166,1.036137915634994,0.009463992312431434,sa1,face_066
0.2140913600912836,0.6145199152987605,0.18008950425681516,-0.23162091305165822,0.09129132004280502,-0.03692703723952106,-0.22139717076802692,0.38985521191925165,0.011373356402870615,sa1,face_067
0.33306345994658093,-0.38253488262133006,0.1513218341090568,0.7653604209004946,0.03292705925335403,0.4475361445079872,0.37793547017798135,-0.7205816944650054,0.010350070301371658,sa1,face_068
0.38814620932567856,-0.25470403481384346,0.15273654366637557,0.6142598736117799,0.023686526970915153,0.06441546627997154,-0.23538263371974816,0.24891415015977625,0.009456872484602863,sa1,face_069
0.3864371436552307,0.4842856801027227,0.1489515791782854,-0.10936703322237876,0.07366043016664196,0.6053709631339073,0.010150691064947589,-0.5940696198073793,0.008866337530650012,sa1,face_070
0.5609420082598993,0.03849413341790394,0.12387728815289152,0.3097521549778574,0.05410673900701955,-0.2263815777514868,0.1030389643855664,0.04145176107035609,0.006888625307067381,sa1,face_071
0.6487876852453561,0.03998114208179429,0.212710467403216,0.13897649179721763,0.15587884233217342,0.7593274518212897,-0.8703762663856052,-0.08174453452745786,0.007766832667782859,sa1,face_072
0.6134883576805814,0.559628718575038,0.3809884892804149,-0.5192724627572396,0.3320536804553009,1.1593228085413592,-0.7525289250699555,-0.789666764643983,0.006048083054447855,sa1,face_073
0.7123394140888702,0.23560065426552218,0.3478026894830189,-0.23219384754095354,0.36366892564351,0.43296000328867196,-0.5910535849660447,-0.28786442170996196,0.008562325141915756,sa1,face_074
0.8148100705416836,0.04142726425712259,0.32248869288145077,0.003796650985800115,0.3226954526155203,-0.1571480998163747,0.6168216722008771,-0.9755347283206378,0.008695092971686844,sa1,face_075
0.6869560731167097,0.5186705763020627,0.3414146924640453,-0.3638790808552457,0.26195725132044745,-0.1367080990903366,0.02149668070869091,-0.33333412622262526,0.0094792802688972,sa1,face_076
0.6833425420100002,0.15654581177228377,0.25603865312940666,-0.036316114330767,0.1414307260920591,0.409343143203989,-0.5030300068141009,-0.10911846695418456,0.008974917814108552,sa1,face_077
0.63884441665753,-0.5141308473706545,0.2499420042487284,0.6878091813061271,0.14336542153817303,0.09545711964212589,-0.4283227162100704,0.12317607072447094,0.00921088299181395,sa1,face_078
0.7879817611520264,0.22493479694173144,0.16360538850798026,-0.0250461089249312,0.07066960128142472,-0.28328890456725664,-0.16771643080153115,0.22973245530392938,0.0060669839308645345,sa1,face_079
0.9804035004740783,0.2024013854424848,0.13660108202432317,-0.10181606176341117,0.050555297317940895,0.851250578340023,-0.2602548938443743,-0.8587829928829515,0.004985090102042636,sa1,face_080
0.890224486179233,0.35748742770222475,0.20965365798389043,-0.3777843995591027,0.12471674983070304,-0.5671589616460333,0.02108710016579672,0.34181442550885627,0.0038274454578559845,sa1,face_081
1.133926119441104,0.08832663523035988,0.13997785066076535,-0.07722704472402533,0.0690720510178203,0.3454148873924231,0.38604987070644425,-1.0848284702349633,0.004783389934294872,sa1,face_082
1.1958882111897222,0.3029623536639521,0.0862728034145208,-0.2548921826258758,0.0063537207608314146,0.8943437805382177,-0.624738323794312,-0.6022511606478163,0.004275935109320935,sa1,face_083
1.1276934554370361,0.05617361358585764,0.08016827664207424,-0.002706511312964682,0.03899270173065526,0.2539342509266475,-0.43055216300849025,-0.11896351755177617,0.004812239226112722,sa1,face_084
1.129732046862996,0.05964202781842,0.06508756704300196,0.06655334066187443,0.0239425220113401,0.8084465963166182,-0.825221579096439,-0.3220450506410225,0.004566086826111152,sa1,face_085
0.9555603291520355,-0.5849471453069417,0.07396595583709419,0.8048858009512457,-0.010916797369501288,-0.811059467156588,0.1490237347170239,0.43135881669510573,0.004622187859858972,sa1,face_086
0.696838469013885,-0.09477377487076737,0.13565166950554272,0.377629509627662,0.00435761410035421,-0.6815980544829023,-0.2249865673716147,0.7947329027421173,0.005569200385392826,sa1,face_087
0.584535971936435,-0.7434156963763651,0.09123442758145339,1.0897252511858389,-0.007306834821661258,-0.36225892250568936,-0.3578563527914485,0.7152156527702734,0.005734085659925577,sa1,face_088
0.5804545452563401,-0.4845355025978178,0.10049224635289061,0.7871952738863216,-0.0411504989632859,-0.2028470460914377,-0.38389851841793055,0.6568021810674372,0.005445579269578571,sa1,face_089
0.5908499101207624,0.1752192589265146,0.06994687952409498,0.13963064321544963,-0.0017390344936575076,0.4697701646136045,0.42407220955866987,-0.8538063875238414,0.004935356038932341,sa1,face_090
0.6017351392143157,0.1554151783476746,0.06681023706757871,0.14920721345174334,-0.033426285219253074,-0.6265978851062303,1.0334706946953858,-0.3352762227816967,0.0049692752012369355,sa1,face_091
